sentence_id	sentence	sentence_domain	source
94e064a1e37527bd15f1423a422fdc4c9c6e05b2be13e22665dd10c908c50704	Bana wasan tennis, amma ina buga wasan kwallon tebur.		Translators without Borders Gamayun kits
9690130c0fc020edad8c30453b50764ef43791c71bde322d3c3d55f36ed51dd5	Yusufa ya ji sauki yanzu, ko ba haka ba?		Translators without Borders Gamayun kits
96e6cfe9abc90cb7b967a1475234c9f46a38766e762e8fe45a7fb84aa3eb8ce1	Bitrus ya sacewa babansa katin cirar kudi.		Translators without Borders Gamayun kits
97455317a307a7e0e7369abd325aef6fa4bd0adca43d7e7bc3b74108142254a7	Me kuke yi idan kan ku ya daure lokacin ruba wani labari?		Translators without Borders Gamayun kits
98355cb9a36f373721094c6500adcdbfa71289a06370677613752c1497c670dd	Ta faɗa minita yi sha'awa.		Translators without Borders Gamayun kits
99fe7cea7da6183021b6a72f9e7a99b083d684a79ec8752445d4835e6207320d	Jamusawa suna darajar ƙwarin kyautata jin daɗin jama'a.		Translators without Borders Gamayun kits
9aef90ffeeaa72b980c403a6800ca35914561d1a43c9baa135ba01031a5b4258	Ta yaya muka san cewa ba hada wannan kuka yi ba?		Translators without Borders Gamayun kits
9c7532e7a3a6211481b24290236be7fc6e2b64d0d6ccef066580d8e7c11adacc	Rifkatuam mazauniyar Dutch ce.		Translators without Borders Gamayun kits
9c8ebd73783255aefbf69caf665b22a6a1b43c9692bc2c36c836dd79fc03284c	Hassansa yana koyon tuki.		Translators without Borders Gamayun kits
9e8e43c4da1c12cf694ea9a6b5b27b1f9eae075be5057ec2a38a97ec08e3b508	Na dau mataki don kare kaina daga irin wannan kaddarar.		Translators without Borders Gamayun kits
9f44edb8ef74453dd4cca2ab6d45df62e1ae0ec8d7201c862fad83a85d9fc20a	Allah na da iko akan duk halittunSa.		Translators without Borders Gamayun kits
a125c24b5caceca5ee88905a0fb0e818e83dcdab3339fc5d59914bb0be7449c8	Za mu isa zuwa a karshe.		Translators without Borders Gamayun kits
a2edf6d6d6867eb10015dc5408aea7265b4456f68b6262b76d4bed323641880a	Jami kamar ba ta yarda da cewa Khalifatamu tana bukatar yin hakan ba.		Translators without Borders Gamayun kits
a2ffd4a39fce93f48d134c095ad5d37907c763bb3d00bf6b92a1b4eb8ad87b78	Shin Hassan ta taɓa saa gajeren wando?		Translators without Borders Gamayun kits
a53aeccd6cd7dadd4867e705169d69e668eed1260b3c5897c5fee4aa923becdc	Kowane mutum na da hakkin kasancewa dan wata kasa.		Universal Declaration of Human Rights
a742e0680afe0393da33d621dd4e8c5da73dbd9c7d5d5fb891e0bc9b7978a034	Yarinyar na sauraron kida, yaron na karanta littafi.		Translators without Borders Gamayun kits
a771bab6ef8717417956b7c9590e0ff3ec6cf33ae5e748129b32646ea2716f69	Mika kafarka dodar don motsawa zuwa gaba.		Translators without Borders Gamayun kits
a7829e866da837c7fe1991d00b14d0a31bb7151c60e856a74a5f9d10cb6e1849	Ina bukatar wannan.		Translators without Borders Gamayun kits
a8e867cbb1e903136096926a547b7b8d97324fd53bed7ce399da77526715377e	Meyasa maza basa farin ciki? Saboda ko yaushe suna son abinda bazai yiwu ba.		Translators without Borders Gamayun kits
aa2b353317f896deb495b3811530358f0d81a0f7d746c740423d0008ef31ff54	An kada kararrawar. Malamin ya fadawa daliban su kawo takardun.		Translators without Borders Gamayun kits
ae70ab59dc19a66fb0bb2dcb8e3f165aa123ff6bf91633deb2b9d037b3fd0152	Ba dai-dai bane yin tsohon kaya iri daya shekaru da dama.		Translators without Borders Gamayun kits
aebad69fa82517bf1cdd71d5256c43b8fc1a220afab30dc747eb52a91021b5fd	Karshen shekarar Dragon ta zo.		Translators without Borders Gamayun kits
af5efdb1b4cfa2ab5b6415ec07fd3ece10be2e7af5293abe5b6144cf1f74cf7f	Yusuf ya san mutumin da yarsa ke zama a Austaralia.		Translators without Borders Gamayun kits
b0d8355669df72e0df78238edff3f468d60ef63b7c59afdf2283884d0c73c3de	Abu kalilan na sani ko ban san komai ba game da haka.		Translators without Borders Gamayun kits
b17d5ac8f3d00235caadc83abad0d285d2d9cdb172b7ca728ff239d4326c234b	Shin kuna fada mani akwai karin mutanen da suke jira a harabar fa?		Translators without Borders Gamayun kits
b220064963dfc7ef0213df99f6804daa45cba0cab061864b3ee50414d31f3817	'Yan fashin jirgin ruwan sun boye dukiyarsu a karkashin kasa.		Translators without Borders Gamayun kits
b2841f7efddf60d0513f12ab89beac46a6f0f745a1d5135ffdb9eb0d62b5303e	Ina cin abinci da dan uwana.		Translators without Borders Gamayun kits
b2b79dfbe62ae003811b8efd7f30aec4fc7fedd817ad0d98f3e2827570097045	Muna nan, a ofishin yawon bude ido, ka gani?		Translators without Borders Gamayun kits
b5c67c6bfb0b217653e47b8f032297e516cee3e86e2ee70508833d9eb15d48e8	Murderaya daga cikin kisan kai yana sa ɗan gari, miliyoyi gwarzo ne.		Translators without Borders Gamayun kits
b695bce299f2afb5b28f63eb84243c336eebc8a87f4b33d0ca3b73f9da85ce5a	Lokacin aiki naurar, yi wasa a cikin ingantaccen ɗakin da ke nesa da allon.		Translators without Borders Gamayun kits
b699a9beca597a4c41d12e78b6c0face509fa36005eb7a3bd965678c4f323f8a	Gimbiyan 'yar zamani ce sosai, ya janyo ma sarkin fargaba sosai.		Translators without Borders Gamayun kits
b7485431bafd87e82f4c1a4c29a265957111b553c0cd82cb869eb5860680d76f	Tashi ka yi haske, Tijjani! Lokacin zuwa makaranta.		Translators without Borders Gamayun kits
b8ba4c675027da915da47f3005ac57358b8d524a5ba38178a8eacef61f4d84db	Ina matukar sha'awar sauraren abinda za ki ce.		Translators without Borders Gamayun kits
b91fa31f55bcab77e31c746ef9970c69e31ae5669e990f18ff8eb2351ff5e7d7	Kidaya tumaki yana taimaka maka barci.		Translators without Borders Gamayun kits
b98a15715fdb2cd7d839f765c969d6863c9036e045ea894d04a8a703b6603f25	Habibu ta tambayeni yadda za ta je ofishin tura sakonni.		Translators without Borders Gamayun kits
ba5cdbc4cd91ff5366758ad0894f4f0b3a50374fcdbd2f232df7f16b3e681866	Kar ka sosa idanunuka bayan ka taɓa barkono.		Translators without Borders Gamayun kits
ba5f9933c36f03ec83b8de70a5df8271005fa9ed2e33b654b3473a0fa5215fa4	Gamayyar kungiyoyin za su ci gaba da kara karfin sojinsu a Faransa.		Translators without Borders Gamayun kits
ba987096e6beff59db288ce8bea5b9f3cd00ff65f29f795118a51f439d8b8950	Ashe naman na dauke da naman doki.		Translators without Borders Gamayun kits
bbe20f37693be8a36fb77315974738916836a0dd7b94294625c11a6eced97e47	Jalal bai musa shi ya saci sarkar deman ta Hauwa ba.		Translators without Borders Gamayun kits
bc00c194c7be96a12e0267722f23fa17613d3606d9c069aa05f4f57b54cac1c1	Sutudiyon ta yi ƙankanta, ba wajen da zaʻa buya.		Translators without Borders Gamayun kits
bccc7cde64077faa80798cea3858b1469a79f328475f65590ddb6615e99a6b87	Waaye zai taimaka maka da wancan?		Translators without Borders Gamayun kits
bcdfdc19936735742c18f63e5ee38a6ad58e640999279a9c5aaae69b4694c98b	Mustaphaa na ganin zai iya arziƙi a Boston.		Translators without Borders Gamayun kits
bd0978481c4bc9783e77d18676a829cfbe18de49600fdd797cfb0fcd62a5d27a	Ta fitar da kwalban chamfain wanda ta boye ma lokaci na musamma.		Translators without Borders Gamayun kits
bdb2e2579bf5ee2f3ef1d63435f080bd3a5a640f0f83f477519ea732c370a75b	Karshenta Abdullahi bai sani ba watakila ba za'a kore shi ba.		Translators without Borders Gamayun kits
beba99da96b3cc84e5988c55818e072b8c17eb2791916fea0fe6d02f0392131b	Jauro ya durkusa ya duba karkashin gado.		Translators without Borders Gamayun kits
bf5acd64a3ad2f2feae80381c4b9cba159b4af9c1f672d4f16d200d6197ddd4e	Ban taba tunanin zamu hadu da ita a yau ba.		Translators without Borders Gamayun kits
c0474042b2f03c9e57b23a2a6d51959827dd46ff6424539fd45dd6bf7a4b9129	Akwai taron 'yan ganin kwakwaf a kowane bangare na wurin.		Translators without Borders Gamayun kits
c0e7dd582112b896ed7ebf83341d6f3f4652a573fd82b90003dedb6655edd2c5	Muna bukatar karin lokaci.		Translators without Borders Gamayun kits
c12916e0e5cf8fb44d5314dc801000270fb2b0c6abc3b5453d38ef845ebfc474	Wa yake kwankwasa kofa?		Translators without Borders Gamayun kits
c1b701eae898eb8dda9f52603add05a4739d9a8cd05162091d0fc050a1e990a4	Kwace kwai na zinari.		Translators without Borders Gamayun kits
c2094d40fe39beca631c5c33ba76cb5ee30aa68ea557db4dca6f092d73fbd303	Ina tunanin bai kamata ku je tare da Musaaa ba.		Translators without Borders Gamayun kits
c273d39332e3267e6bd34e41c5461afbe893056968290fd40c1135084559454c	Karamin taku ne tsakanin dadi da ciwo.		Translators without Borders Gamayun kits
c3c026d2c82b3f8290e5841f7cbcc8cdb7fb366fda8c8b85628981c214c9da74	Koma ka fada wa sarki yadda gumakan suka yi gwagwarmayarmu.		Translators without Borders Gamayun kits
c52365912db56d11fb22a1cb07a26a120f564fd9ef1ff75df75dacadf7daaf07	Ba wanda zai baku abbinda yafi wannan.		Translators without Borders Gamayun kits
c571669dd83f30d2c52a0816f7798fa1ad29371cfe922fd161228d9072f0567b	Ba ni da Bitrus kadai muke yin hakan ba.		Translators without Borders Gamayun kits
c62f270cc328df9997e3cf50ebe3091c818a4efe001adcaab7990ca24a8b47e4	Asabe ta nace baza ta yi hakan ba.		Translators without Borders Gamayun kits
c6e95d78b700d55cba75af90378e23e24e93c14b16bcf72775e85fe490212d8e	Wancan shagon na sayar da kayayyaki da daama.		Translators without Borders Gamayun kits
c85cd934df1c49a325d67c2c691314507bd183547cde56f395b9b2ede7700aef	Bawa Amurka duk kudin da kuka sha wahalar samu.		Translators without Borders Gamayun kits
c8ccd0820967620b626cd0b3e62de9929a557041efd6090bc5f3b4ee1d255cd1	Kada ka ji tsoro Abdullahi. Ba bukatar damuwa.		Translators without Borders Gamayun kits
c9e516560f310f86402efda1d9cf4d7b2c4836d2bf8d49e7251d48c0dfb9f952	Bana jin kana da bukatar na cigaba da taimaka maka nan gaba.		Translators without Borders Gamayun kits
cb59cbecfcfc12e06731ca828c6cb912a102786d3079b6b5b7d4678c24ead694	Yaushe ya taba zuwa nan?		Translators without Borders Gamayun kits
cb752e29b41ec77de570e5ce8dfaef8743808f05d93ec69c416dec87409ccbc8	Habibu sandan ya bugi wanda ake zargi har ya kusa mutuwa.		Translators without Borders Gamayun kits
cbbcf5cfae114bb0dd2db6fa2bdc2d2359960db6be07b1ba40fb2b65ab200927	Ya bar kungiyar saboda bazai iya tafiya tare da manajan ba.		Translators without Borders Gamayun kits
cc875c35a0f99f91bdcb0156cea2af64181c6dc3a6247a24a14aa05afef20801	Babangida da Mustapha na kokarin samun jariri.		Translators without Borders Gamayun kits
ccc4ff6a8a4e4124a52c9d8d9f0d5c582f85c462cc55e33967a5d706c527ab93	Akwai bukatar Tijjani da Falmatatu su saba da yin hakan.		Translators without Borders Gamayun kits
cd4f8669e16fe53fb2218a12b729997cc8d46a2b804fe3a8bc26c631058b2bd0	Ba kamar Birtaniya ba, Majalisar Dattijai a Amurka zababbiya ce.		Translators without Borders Gamayun kits
cda37b82259f2e44ff6559648b3c75bcb976db8fbe32c7182af1517132b3832d	Ibrahim ya fada mini yana son wannan kidan.		Translators without Borders Gamayun kits
cdbfcb28a18b51b6bd779cb80d4f504f4f1c59a0998f76453b79bf0762bca15a	Abdullahi na sauraren kugin teku.		Translators without Borders Gamayun kits
ceb15c0ed42dcb640e36162d6b3a623d841ba602ec03166eadd7a80be0994e1b	Me yasa ta tainaka da yin hakan?		Translators without Borders Gamayun kits
cf3f6c593b8c12f81369eb0676948d07aa488939f8837c64037be670d284fd0f	Zulai ta bukaci mu amince da ita.		Translators without Borders Gamayun kits
cf6fdd1983597c3672c26529a69a684dfc8ef1a7d83072fbd363c00f712a2136	Daben na da sanyi.		Translators without Borders Gamayun kits
d2c05dc72025aae80ca3b69209a4db6a24224419f2f8a0f33bf73f3fa63b22e0	Barayi sun kutsa cikin fadar sun sace deman din 'yar sarkin.		Translators without Borders Gamayun kits
d38e838c5145192a052969f6890bdd32a77611554ed7fd2823903166c75b2705	Ishaku na bukatar taimako.		Translators without Borders Gamayun kits
d3d5a005ea1287789a46cd199868725ea4d85dc12c6307ca6d04ad7174d10279	Musa ya ce wataƙila Asabe har yanzu tana gagiya da saman banza.		Translators without Borders Gamayun kits
d465c1f3b3adbb6bc517240765c92fc10df9788836267a5a4e0ddcdeb0e1970e	Na ji dadin ka yi tunanin hakan.		Translators without Borders Gamayun kits
d49bbf4fa325e571e69dcaa81596b0f1464da16925e9ca0158449b602d397f26	Wannan bazarar an sami hada-hadar kasuwanci fiye da ko wane lokaci.		Translators without Borders Gamayun kits
d568f3ea98e6b649d21711716b5aed6fc3b3d7c0a8331244fddd85e8a1a4b72b	Aisha ta rike kufin ta sannan Mustapha ya cika shi da ruwan lemu.		Translators without Borders Gamayun kits
d5ac31edd35133385ecf5ebe1ca19c3dbe67e5c460bfa336ce99d8364fb86dd3	Tabbas Habibu karya yake.		Translators without Borders Gamayun kits
d6b358681190d6c9b9116cf270757ed53557f9b2b0918d0dcb1ecfd2fa57a897	Tijjani ta yi tunanin Hamsatu tabbas ba za ta ci nasara ba.		Translators without Borders Gamayun kits
d730a0d4d79a4953c2a1b1ad76154b9d4fcd4385b98508eb34981cdb89be194c	Ina ganin Babangida na bukatar abin hawa zuwa filin jirgi.		Translators without Borders Gamayun kits
d7abaf6fd6161ca39cfd68afd94c5cd3b780c2d2be5e3c03334491717a719fb8	Ka rufe idanunka na wani dan lokaci ka gano amsar.		Translators without Borders Gamayun kits
d7ba87ec1af0beff0576bcdb8db1eb7cf60322f0ecc40458ef2ebbc5908586d6	Shin ko ruwan bakin kogi shi ma baki ne?		Translators without Borders Gamayun kits
d83a59ac18da8e1fb85075fac2e3362fbffcbb7714a4be377a9dc532122ee8d8	Na bar maka rubutaccen sako.		Translators without Borders Gamayun kits
d902adac12294a1b54a36e8e7df15307ddc3b531fab28862387a4a92ff75c7ee	Tijjani da Rifkatu sun fada mini dole ne su rabu.		Translators without Borders Gamayun kits
d95ea51b73850e10e8228adc9955f834f0fc7b85798c0c237e0fd6e3363350d3	Ko yaushe Hassan na fasa kankara a aji.		Translators without Borders Gamayun kits
d9996a9d595f0b4c40bd7055ea5a02af07467bf4e097b5630e57282e83d09769	Kowane mutum na da hakkin ya sami ilimi. 		Universal Declaration of Human Rights
dc11bbda05f254643c044532dd1cd10ca962207c30d3357022db2052d4debada	Jummai ya ce bata fushe kuma.		Translators without Borders Gamayun kits
dcf29462d540fdfd51169ba6a87cbc99a3e96feb4fd8a0ee7ec760b2319dff7c	Kowa na da hakkin doka ta yi masa kariya game da irin wadannan abubuwa.		Universal Declaration of Human Rights
df4c27ba737522cb1dd38c6beb76e2d3880fb77ad3d04dda7ded196eb1697834	Na san Tijjani matuki ne mai kulawa.		Translators without Borders Gamayun kits
df78d76ec1398a3d4c08823774856625a56460d8ed8a7aef899e9267643504d6	Ban taba yarda da Jauro ba, ba kuma zan taba yarda da shi ba.		Translators without Borders Gamayun kits
e07077636b289c5a60efd8dcabffc114bd4d073e644317d7ed9f51d99d5919d3	Tsahon wane lokaci za a dauka daga nan zuwa tasha?		Translators without Borders Gamayun kits
e1c4a74f2cef9d9ec021933b4e1c95710cc62c826c44ac9e18799fffa477914f	Na san Bitrusa ya san wanda ya yi hakan.		Translators without Borders Gamayun kits
e1e3d38fd1d2c8649e4116f7e6bc0aa42fb347b050eb1997dba9f9b2f6f977cf	Wasu malamai addini na daukan ciwo kamar azaba ne daga Allah.		Translators without Borders Gamayun kits
e23c1e57bc73dc339146d733d54a55b990dfca62fee5dde1424c8ae4ee110043	Na yi tunanin Musaa zai ce ki yi wannan.		Translators without Borders Gamayun kits
e26d4926a0f33c99ade068036ed2243a28ea90c0c1715968221c7f07a8742206	Baki taba faɗa minikina da wannan ba.		Translators without Borders Gamayun kits
e8ac34be3da975c0cc82db1937a67855e62f64b8943689949ae04043e46bc72b	Ta karbi lambar Yabo zinari na zaman Lafiya daga majalisar dinkin duniya.		Translators without Borders Gamayun kits
e8d8257fc47cdd86973e2bb01451baee4d9983ea55776ea3f74df5898b28cd69	An bawa Hafsoshin Birtaniya umarni su kwace makamai.		Translators without Borders Gamayun kits
ea2e7c4fa022422cdf72b29df1df2bc0f38b6eeb6211162762e5d42b3560bcb5	Hannun matata ya fi na mai jiran kantin kankanta.		Translators without Borders Gamayun kits
ea48d109c3c7966c709239ecac6534ae64c03af69f3167519e506020c65e243b	Bazan iya ba, sabida ina jin ciwon kai.		Translators without Borders Gamayun kits
eca8d2736fe3a3edbc0d5e98eb67bdedbd7e65369ef14c8c83776b8ec9227c63	Ba mamaki dusar kankara ta sauka da yammacin nan.		Translators without Borders Gamayun kits
ed362c91c2b63954da87e8568fa0fa0c04d90a39ec69dcbb3ab2253910e70449	Ibrahim na kokarin yin haka.		Translators without Borders Gamayun kits
edc23ea49d1ff8784a5c91e0a9dbf8b3ede81881eefdd020661ba0c8faac1291	Tana da matukar muhimmanci a rayuwata.		Translators without Borders Gamayun kits
ee1c4ae837d598206c3dadf2a2a574ee9f280932838e13483eb194d950fa8857	Ginshikin mai kauri ne ko mara kauri?		Translators without Borders Gamayun kits
ef54cd0e3c317646258d9cb61276d4bc12b9e0b4c539928fa2f2eb5520fefedb	Ya kamata a baza ilimin husaha da na koyon sana'a a ko'ina. 		Universal Declaration of Human Rights
ef882ee89c9b5cb3b341b9580c137f172c0570b5c7dec3ff95b1e7cdc469af1c	Lokacin da ya iso bakin kofar tana kokarin kiransa.		Translators without Borders Gamayun kits
ef8bed90e4ec4ebfa491a5fba01cbfe9f1f49e6625890a3f94a60f78361efb85	Wannan ka'idar ba ta shafi wannan matsalar ba.		Translators without Borders Gamayun kits
efa1a3edf1aa076aa61218450d699532cf516cb5c1aa9e7cde65aaec21da12cd	Mustapha ya na cikin raɗaɗin zafi yan daya rike gwiwar sa kusa da ƙirji.		Translators without Borders Gamayun kits
f15baf783bdedae9fea20bc6a5e439df0a577f9a198ea88528fff002d1ffbb0b	Kwakwalwa shine tsakiyar hankali, rai, da karfin tsoka.		Translators without Borders Gamayun kits
f18961605269e643c846c67fa4e9e81e438897315569de4c5ebded09eb655e6d	Yaran maza sun yi dariya da karfi.		Translators without Borders Gamayun kits
f24cd0b8c7295ccc0c29f6175f6549c2656cf5a10c4c32d4f657d2479996f822	A shiye nake da samun sabbin dabaru.		Translators without Borders Gamayun kits
f26cb89cbe533e38620d42d262a5b29d8d4d0002388adbd85733b5f9aa4ca870	Zan tsaya bangarenka na wannan lokacin kadai.		Translators without Borders Gamayun kits
f3026a493231c8f33cf698b9192128975ae84911c58db64055b1f278a38970c8	Da fatan Fim din Punch & Judy ya kusan karewa.		Translators without Borders Gamayun kits
f55250c703f92182f8f7d3769a9069ce2c599d7a15533823f2a825561c225dea	Ba wanda za a kwace wa dukiyarsa ba tare da cikakken dalili ba.		Universal Declaration of Human Rights
f676e1bc791c42f7f0f1bbba546af7d2bfdf4aeb6341593a67c57f3239d65d5c	Akalla ya kamata Abdullahi ya yi wanka.		Translators without Borders Gamayun kits
f68259f23897bbd5c2e26202e7f2dfbb7714c1a18f0d3f2d0a8379fdf12fffa8	Yarana baki daya sun tafi makaranta a Boston.		Translators without Borders Gamayun kits
f75b47e11f56db90daaab101cd5e553c495987102cff47a0a6775ca7d0da45e1	Na sanya wa jirgin ruwan nan suna Queen Habibuzabeth.		Translators without Borders Gamayun kits
f7c77e8a7c29a0414e1438f17a11092b24ce09a84603170d088a7c4a79b1ae3c	Ina ji Ishaku ya ji rauni.		Translators without Borders Gamayun kits
f8ddd600bbbf879000aa338e040e49eb0601a4fd03e3bded43cc512d471ef161	Filonta ya jike da hawaye.		Translators without Borders Gamayun kits
fc67977f050503a163dfe23010552be2b8fb93e15c9e4cd9f350cb2ae6a0cdeb	Na san Hauwa tana son muje ninkaya tare da ita.		Translators without Borders Gamayun kits
fd09b56294dd4521719052435e9b873e1746940e222ab207077e52a71b9ccc99	Tafiyan Yan makranta ta shiga littafi guda.		Translators without Borders Gamayun kits
fd27dee6ce3efe3901d297edc9c13ecd341fb95370cd98afebff696e031dfa85	 Shin ka san cewa duk abin da muke yi, Allah yana gani? 		chat
fdec006ab97cf97b2f6bae6a1e0bd62ddc4e14c0fc418f70bfa7c345973d8e61	Yana ba ni farin ciki matuka in gabatar da abokina Aliko.		Translators without Borders Gamayun kits
ff9c4779628a0ea3803a33587d81804cd10dcd255c7fcf165188fde162122d3b	Abdullahi da Hamsatu sun ce suna bukatar rance.		Translators without Borders Gamayun kits
